2019-10-23 10:06:43,768 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2019-10-23 10:06:43,818 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2019-10-23 10:06:43,820 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2019-10-23 10:06:43,821 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2019-10-23 10:06:43,839 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2019-10-23 10:06:43,840 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2019-10-23 10:06:43,874 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2019-10-23 10:07:27,796 INFO  SwAddin.cs: 271 - Assembly export called for file Subscale_Mk3_SDF
2019-10-23 10:07:29,824 INFO  SwAddin.cs: 290 - Saving assembly
2019-10-23 10:07:32,335 INFO  SwAddin.cs: 293 - Opening property manager
2019-10-23 10:07:32,369 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Subscale_Mk3_SDF
2019-10-23 10:07:32,385 INFO  ExportHelperExtension.cs: 1142 - Found 74 in Subscale_Mk3_SDF
2019-10-23 10:07:32,392 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Subscale_Mk3_SDF
2019-10-23 10:07:32,393 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-10-23 10:07:32,563 INFO  ExportHelperExtension.cs: 1167 - 14 components to check
2019-10-23 10:07:32,565 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from PROP 10 x 4.7 P-3
2019-10-23 10:07:32,566 INFO  ExportHelperExtension.cs: 1142 - Found 49 in PROP 10 x 4.7 P-3
2019-10-23 10:07:32,567 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in PROP 10 x 4.7 P-3
2019-10-23 10:07:32,569 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from PROP 10 x 4.7 P-5
2019-10-23 10:07:32,570 INFO  ExportHelperExtension.cs: 1142 - Found 49 in PROP 10 x 4.7 P-5
2019-10-23 10:07:32,571 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in PROP 10 x 4.7 P-5
2019-10-23 10:07:32,571 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Aileron-3
2019-10-23 10:07:32,572 INFO  ExportHelperExtension.cs: 1142 - Found 41 in Aileron-3
2019-10-23 10:07:32,573 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Aileron-3
2019-10-23 10:07:32,574 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Elevator-1
2019-10-23 10:07:32,574 INFO  ExportHelperExtension.cs: 1142 - Found 38 in Elevator-1
2019-10-23 10:07:32,575 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Elevator-1
2019-10-23 10:07:32,576 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from PROP 10 x 4.7 P-7
2019-10-23 10:07:32,576 INFO  ExportHelperExtension.cs: 1142 - Found 49 in PROP 10 x 4.7 P-7
2019-10-23 10:07:32,577 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in PROP 10 x 4.7 P-7
2019-10-23 10:07:32,578 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from PROP 10 x 4.7 P-8
2019-10-23 10:07:32,579 INFO  ExportHelperExtension.cs: 1142 - Found 49 in PROP 10 x 4.7 P-8
2019-10-23 10:07:32,579 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in PROP 10 x 4.7 P-8
2019-10-23 10:07:32,580 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from PROP 10 x 4.7 P-2
2019-10-23 10:07:32,581 INFO  ExportHelperExtension.cs: 1142 - Found 49 in PROP 10 x 4.7 P-2
2019-10-23 10:07:32,582 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in PROP 10 x 4.7 P-2
2019-10-23 10:07:32,582 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Aircraft_Body-1
2019-10-23 10:07:32,587 INFO  ExportHelperExtension.cs: 1142 - Found 884 in Aircraft_Body-1
2019-10-23 10:07:32,595 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Aircraft_Body-1
2019-10-23 10:07:32,595 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from PROP 10 x 4.7 P-1
2019-10-23 10:07:32,596 INFO  ExportHelperExtension.cs: 1142 - Found 49 in PROP 10 x 4.7 P-1
2019-10-23 10:07:32,597 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in PROP 10 x 4.7 P-1
2019-10-23 10:07:32,598 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Rudder-1
2019-10-23 10:07:32,598 INFO  ExportHelperExtension.cs: 1142 - Found 37 in Rudder-1
2019-10-23 10:07:32,599 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Rudder-1
2019-10-23 10:07:32,600 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Aileron_Right-1
2019-10-23 10:07:32,601 INFO  ExportHelperExtension.cs: 1142 - Found 41 in Aileron_Right-1
2019-10-23 10:07:32,602 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Aileron_Right-1
2019-10-23 10:07:32,603 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from PROP 10 x 4.7 P-4
2019-10-23 10:07:32,603 INFO  ExportHelperExtension.cs: 1142 - Found 49 in PROP 10 x 4.7 P-4
2019-10-23 10:07:32,604 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in PROP 10 x 4.7 P-4
2019-10-23 10:07:32,605 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from PROP 10 x 4.7 P-6
2019-10-23 10:07:32,605 INFO  ExportHelperExtension.cs: 1142 - Found 49 in PROP 10 x 4.7 P-6
2019-10-23 10:07:32,606 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in PROP 10 x 4.7 P-6
2019-10-23 10:07:32,607 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from PROP 10 x 4.7 P-9
2019-10-23 10:07:32,607 INFO  ExportHelperExtension.cs: 1142 - Found 49 in PROP 10 x 4.7 P-9
2019-10-23 10:07:32,608 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in PROP 10 x 4.7 P-9
2019-10-23 10:07:32,609 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Subscale_Mk3_SDF
2019-10-23 10:07:32,609 INFO  ExportHelperExtension.cs: 1142 - Found 74 in Subscale_Mk3_SDF
